SiteId,UnitId,ReadDate,Salinity in ppt,Dissolved Oxygen milligram per lit,pH ,Secchi Depth meters,Water Depth meters,Water Temp Celsius,Air Temp Celsius,Air Temp Fahrenheit,Time 24 clcok,Field Technician,DateVerified,WhoVerified
D,,11/18/2004,0,,6.5,1.4,1.4,12,,53,0,Not Recorded,,
D,,12-02-2004,0,7.25,6.5,1.5,1.5,12,,54,0,Not Recorded,,
D,,12/16/2004,,3,6.5,1.5,1.5,5,,35,0,Not Recorded,,
Bay,,01-09-2004,1,8.2,6.5,0.4,0.4,6,,33,0,S. Poe,,
Bay,,1/20/2004,1,9.5,6.5,0.2,0.3,7,,40,0,S. Poe,,
Bay,,02-05-2004,0,5.9,6.5,0.2,0.25,15.5,,43,0,S. Poe,,
Bay,,2/19/2004,1,7.5,7,0.1,0.1,6,,37,0,S. Poe,,
Bay,,03-04-2004,1,3.7,6.5,0.1,0.5,15,,64,0,S. Poe,,
Bay,,3/18/2004,0,7.7,6.5,0.2,0.45,9,,43.3,7.12,S. Poe,,
Bay,,04-01-2004,0,7.6,7,0.1,0.1,14,,52.5,12,S. Poe,,
Bay,,4/16/2004,1,5.7,6.5,0.2,0.5,13,,52,0,S. Poe,,
Bay,,4/29/2004,0,7.1,6.5,0.35,0.45,16,,62,0,S. Poe,,
Bay,,5/13/2004,0,5.6,6.5,0.4,0.75,,,75.6,14.24,S. Poe,,
Bay,,06-03-2004,0,4.8,6.5,0.5,0.7,26,,77,0,S. Poe,,
Bay,,6/17/2004,0,3.3,6.5,0.5,0.8,25,,77,0,S. Poe,,
Bay,,07-08-2004,1,4.7,6.5,0.5,0.6,27,,77,0,S. Poe,,
Bay,,7/22/2004,2,3.1,6.5,0.5,0.55,27,,79,0,S. Poe,,
Bay,,08-05-2004,0,3.15,6.5,0.55,0.6,27,,81.5,12,S. Poe,,
Bay,,8/19/2004,0,4.75,6.5,0.4,0.8,26,,79.9,21.36,S. Poe,,
Bay,,09-02-2004,0,5.2,6.5,0.4,0.6,24,,78,0,S. Poe,,
Bay,,9/16/2004,0,4,6.5,0.45,0.65,24,,29,0,S. Poe,,
Bay,,10-01-2004,1,4.3,7,0.4,0.7,23,,71.8,19.12,S. Poe,,
Bay,,10/21/2004,1,5.8,6.5,0.6,0.7,18,,63,0,S. Poe,,
Bay,,11-05-2004,1,5.9,6.5,0.5,0.6,14,,57,0,S. Poe,,
Bay,,11/18/2004,0,5.9,6.5,0.5,0.5,11,,51,0,S. Poe,,
Bay,,12-02-2004,0,6.3,6.5,0.4,0.65,11,,53.6,14.24,S. Poe,,
Bay,,12/16/2004,2,5.2,6.5,0.3,0.3,4,,33,0,S. Poe,,
A,,01-06-2005,0,,6.5,1,1,12,,59,0,Not Recorded,,
A,,02-03-2005,0,5.5,7,0.8,0.8,5,,38,0,Not Recorded,,
A,,2/17/2005,2,,7,1,1,10,,45,0,Not Recorded,,
A,,03-03-2005,1,6.2,7,1.1,1.1,5,,34,0,Not Recorded,,
A,,03-10-2005,1,,7,0.7,0.7,0.7,,45,0,Not Recorded,,
A,,4/21/2005,0,3.3,7,0.3,0.9,19,,70,0,Not Recorded,,
A,,05-05-2005,0,,7,0.6,0.6,17,,54,0,Not Recorded,,
A,,5/24/2005,0,4.7,7,0.6,0.75,20,,62,0,Not Recorded,,
A,,6/16/2005,0,,8,0.7,0.85,31,,88,0,Not Recorded,,
A,,07-01-2005,0,,7,0.8,0.8,30,,,0,Not Recorded,,
A,,7/14/2005,0,2.2,6,0.8,0.8,28,,,0,Not Recorded,,
A,,08-11-2005,0,,7,1,1.4,32,,86,0,Not Recorded,,
A,,8/24/2005,0,,7,0.5,0.7,27,,73,0,Not Recorded,,
A,,09-08-2005,0,4.2,7,0.3,0.5,,,73,0,Not Recorded,,
A,,9/22/2005,0,,6.5,0.3,0.5,26,,79,0,Not Recorded,,
A,,10-07-2005,0,3.4,6.5,0.6,0.8,24,,77,0,Not Recorded,,
A,,10/27/2005,0,,6.5,0.6,0.6,9,,53,0,Not Recorded,,
A,,11-03-2005,0,,7,0.8,0.8,14,,59,0,Not Recorded,,
A,,11-10-2005,0,,6.5,0.9,0.9,17,,59,0,Not Recorded,,
A,,12-01-2005,0,7,6.5,0.9,0.9,10,,45,0,Not Recorded,,
B,,01-06-2005,0,,7,0.2,0.2,13,,59,0,Not Recorded,,
B,,02-03-2005,0,6.7,7,0.3,0.3,34.5,,38,0,Not Recorded,,
B,,2/17/2005,2,,7,,,10,,45,0,Not Recorded,,
B,,03-03-2005,2,5.3,7,0.3,0.3,5,,34,0,Not Recorded,,
B,,03-10-2005,2,,7.5,0.4,0.4,7,,45,0,Not Recorded,,
B,,4/21/2005,0,5.4,8.5,0.2,0.2,20,,71,0,Not Recorded,,
B,,05-05-2005,0,,8,0.1,0.1,17,,54,0,Not Recorded,,
B,,5/24/2005,0,6,9,0.1,0.1,20,,62,0,Not Recorded,,
B,,6/16/2005,0,,9,0.95,,35,,89,0,Not Recorded,,
B,,07-01-2005,0,,8,0.3,0.3,30,,,0,Not Recorded,,
B,,7/14/2005,0,3.5,6,0.1,0.1,28,,,0,Not Recorded,,
B,,08-11-2005,0,,7,0.6,0.6,31,,86,0,Not Recorded,,
B,,8/24/2005,0,,7.5,0.2,0.2,27,,73,0,Not Recorded,,
B,,09-08-2005,0,2.4,7,0.1,0.1,26,,74,0,Not Recorded,,
B,,9/22/2005,0,,6.5,0.1,0.1,27,,78,0,Not Recorded,,
B,,10-07-2005,0,4.5,7,0.1,0.1,25,,77,0,Not Recorded,,
B,,10/27/2005,0,,6.5,0.1,0.1,14,,53,0,Not Recorded,,
B,,11-03-2005,0,5.7,6.5,0.15,0.15,13,,59,0,Not Recorded,,
B,,11-10-2005,0,,6.5,0.2,0.2,17,,59,0,Not Recorded,,
B,,12-01-2005,0,6.1,7,0.5,0.5,13,,45,0,Not Recorded,,
C,,01-06-2005,1,4.3,7,0.4,0.4,13,,58,0,Not Recorded,,
C,,02-03-2005,0,,7,0.6,0.6,4.5,,38,0,Not Recorded,,
C,,2/17/2005,1,5.3,7,0.6,0.6,12,,45,0,Not Recorded,,
C,,03-03-2005,2,,7,0.6,0.6,5,,34,0,Not Recorded,,
C,,03-10-2005,1,6.9,7,0.7,0.7,6,,45,0,Not Recorded,,
C,,4/21/2005,0,,8,0.6,0.6,21,,71,0,Not Recorded,,
C,,05-05-2005,0,4.8,8,0.6,0.6,,,58,0,Not Recorded,,
C,,5/24/2005,0,,7.5,0.7,0.7,21,,62,0,Not Recorded,,
C,,06-03-2005,0,4.4,8,0.7,0.7,18,,64,0,Not Recorded,,
C,,6/16/2005,0,4.8,8.5,0.6,0.6,34,,88,0,Not Recorded,,
C,,07-01-2005,0,5.1,8.5,0.6,0.6,31,,,0,Not Recorded,,
C,,7/14/2005,0,,6.5,0.6,0.6,32,,,0,Not Recorded,,
C,,08-11-2005,0,5.2,7.5,0.1,0.1,32,,86,0,Not Recorded,,
C,,8/24/2005,0,3.6,7,0.3,0.3,25,,73,0,Not Recorded,,
C,,09-08-2005,0,,8,0.1,0.1,25,,74,0,Not Recorded,,
C,,9/22/2005,0,2.6,6.5,0.2,0.2,25,,78,0,Not Recorded,,
C,,10-07-2005,0,,6.5,,,25,,77,0,Not Recorded,,
C,,10/27/2005,0,5,7,0.35,0.35,14,,,0,Not Recorded,,
C,,11-03-2005,0,,7.5,0.3,0.3,16,,60,0,Not Recorded,,
C,,11-10-2005,0,5,7,0.3,0.3,17,,59,0,Not Recorded,,
C,,12-01-2005,0,,7,0.4,0.4,12,,46,0,Not Recorded,,
D,,01-06-2005,0,7.6,6.5,1.4,1.4,13,,58,0,Not Recorded,,
D,,02-03-2005,0,,6.5,1.1,1.45,7.2,,38,0,Not Recorded,,
D,,2/17/2005,0,6.6,6.5,1.3,1.5,10,,44,0,Not Recorded,,
D,,03-03-2005,1,,6.5,1.5,1.6,6,,35,0,Not Recorded,,
D,,03-10-2005,1,7.7,6.5,1.2,1.4,6,,44,0,Not Recorded,,
D,,4/21/2005,0,,6.5,1.1,1.4,21,,72,0,Not Recorded,,
D,,05-05-2005,0,5.2,6.5,1,1.4,17,,58,0,Not Recorded,,
D,,5/24/2005,0,,6.5,0.8,1.5,,,62,0,Not Recorded,,
D,,06-03-2005,0,5,6.5,1,1.5,18,,63,0,Not Recorded,,
D,,6/16/2005,0,4.3,6.5,0.8,1.4,34,,88,0,Not Recorded,,
D,,07-01-2005,0,2.7,6.5,0.9,1.3,30,,,0,Not Recorded,,
D,,7/14/2005,0,,7.5,0.9,1.3,30,,,0,Not Recorded,,
D,,7/21/2005,0,4.3,6.5,0.7,1.5,32,,83,0,Not Recorded,,
D,,08-11-2005,0,2.9,6.5,0.4,0.8,31,,85,0,Not Recorded,,
D,,8/24/2005,0,2.5,,0.7,1.5,27,,73,0,Not Recorded,,
D,,09-08-2005,0,,6.5,0.9,1.4,24,,74,0,Not Recorded,,
D,,9/22/2005,0,3.9,6.5,0.7,1,26,,78,0,Not Recorded,,
D,,10-07-2005,0,,6.5,0.7,1.1,25,,77,0,Not Recorded,,
D,,10/27/2005,0,5.9,6.5,1,1.4,14,,51,0,Not Recorded,,
D,,11-03-2005,0,,6,1.4,1.4,16,,60,0,Not Recorded,,
D,,11-10-2005,0,5.9,6.5,0.9,1.3,17,,59,0,Not Recorded,,
D,,12-01-2005,0,,6.5,1.3,1.3,11,,45,0,Not Recorded,,
D,,12/15/2005,0,10,6.5,0.8,0.9,5,,46,0,Not Recorded,,
Bay,,01-06-2005,1,5.9,6,0.4,0.5,12,,57.7,16.48,S. Poe,,
Bay,,02-03-2005,0,7.3,6.5,0.15,0.15,6,,37.4,9.36,S. Poe,,
Bay,,2/17/2005,0,6.3,6.5,0.3,0.5,9,,44,0,S. Poe,,
Bay,,03-03-2005,1,,6.5,0.2,0.45,5,,,0,S. Poe,,
Bay,,03-10-2005,1,7.4,6,0.2,0.4,6,,44,0,S. Poe,,
Bay,,4/21/2005,0,5.2,6,0.2,0.5,19,,70,0,S. Poe,,
Bay,,05-05-2005,0,6.9,6.5,0.4,0.4,15,,58,0,S. Poe,,
Bay,,5/24/2005,0,6.3,6.5,0.4,0.6,20,,61,0,S. Poe,,
Bay,,06-03-2005,0,6.6,6.5,0.6,0.7,18,,63,0,S. Poe,,
Bay,,6/16/2005,,5.4,7,0.55,0.65,30,,87.4,9.36,S. Poe,,
Bay,,07-01-2005,0,4.3,6.5,0.07,0.07,27,,,0,S. Poe,,
Bay,,7/14/2005,0,3.6,6,0.6,0.7,25,,27,0,S. Poe,,
Bay,,7/21/2005,0,5.7,6,0.6,0.6,28,,83,0,S. Poe,,
Bay,,08-11-2005,0,3.7,6.5,0.6,0.6,27,,85,0,S. Poe,,
Bay,,8/24/2005,0,4.9,6,0.45,0.45,25,,73,0,S. Poe,,
Bay,,09-08-2005,0,5,6.5,0.1,0.1,74,,76,0,S. Poe,,
Bay,,9/22/2005,0,4.3,6,0.5,0.7,25,,78,0,S. Poe,,
Bay,,10-07-2005,0,5.3,6.5,0.6,0.7,24,,72,0,S. Poe,,
Bay,,10/27/2005,0,6.2,6.5,0.5,0.5,16,,51,0,S. Poe,,
Bay,,11-03-2005,0,5.7,6.5,0.5,0.5,14,,57,0,S. Poe,,
Bay,,11-10-2005,0,6.6,6.5,0.5,0.7,18,,59,0,S. Poe,,
Bay,,12-01-2005,0,7.2,6.5,0.45,0.45,11,,43,0,S. Poe,,
Bay,,12/15/2005,0,7.6,6.5,0.2,0.2,6,,46,0,S. Poe,,
A,,01-03-2006,0,,6,0.7,0.9,11,,48,0,Not Recorded,,
A,,1/19/2006,0,7.7,6.5,1.1,1.1,9,,46,0,Not Recorded,,
A,,02-02-2006,0,,6.5,1.15,1.15,9,,52,0,Not Recorded,,
A,,02-09-2006,0,8.6,7,1,1.1,7,,39.2,4.48,Not Recorded,,
A,,03-09-2006,0,,7,1.1,1.1,10,,57.2,4.48,Not Recorded,,
A,,3/15/2006,0,7.8,7,1,1,14,,44.6,14.24,Not Recorded,,
A,,04-06-2006,0,,7.5,0.4,1.1,17,,59,0,Not Recorded,,
A,,4/21/2006,0,,7,0.6,1,19,,62.6,14.24,Not Recorded,,
A,,05-05-2006,0,,7,0.9,0.9,21,,60.8,19.12,Not Recorded,,
A,,5/17/2006,0,,6.5,0.8,0.8,22,,71,0,Not Recorded,,
A,,06-01-2006,0,5,7,0.7,0.7,20,,77,0,Not Recorded,,
A,,07-06-2006,0,3.6,6.5,0.9,1,28,,73.4,9.36,Not Recorded,,
A,,7/18/2006,0,,7,0.8,0.8,31,,73,0,Not Recorded,,
A,,7/27/2006,0,2,6.5,,,28,,79,0,Not Recorded,,
A,,8/17/2006,0,,6.5,0.5,0.6,26,,80,0,Not Recorded,,
A,,09-07-2006,0,3.7,6.5,,,24,,70,0,Not Recorded,,
A,,9/21/2006,0,,6.5,0.6,0.9,21,,66,0,Not Recorded,,
A,,10-05-2006,0,6.3,,0.8,0.8,23,,74,0,Not Recorded,,
A,,10/19/2006,0,,7,0.8,0.8,21,,67,0,Not Recorded,,
A,,11-06-2006,0,,6.5,0.6,0.6,15,,61,0,Not Recorded,,
A,,11/16/2006,0,6,6.5,0.6,0.95,17,,65,0,Not Recorded,,
A,,11/30/2006,0,,6.5,0.6,0.9,15,,65,0,Not Recorded,,
A,,12/14/2006,0,7.8,,0.65,0.75,13,,58,0,Not Recorded,,
B,,01-03-2006,0,,7,0.3,0.3,11,,48,0,Not Recorded,,
B,,1/19/2006,0,5.7,7,0.2,0.2,8,,46,0,Not Recorded,,
B,,02-02-2006,0,,7,0.2,0.2,9,,54,0,Not Recorded,,
B,,02-09-2006,0,8.5,7,0.2,0.2,,,39.2,4.48,Not Recorded,,
B,,03-09-2006,0,,7,0.3,0.3,11,,57.2,4.48,Not Recorded,,
B,,3/15/2006,0,7.7,7,0.2,0.2,12,,48.2,4.48,Not Recorded,,
B,,04-06-2006,0,,8,0.25,0.25,17,,59,0,Not Recorded,,
B,,4/21/2006,0,8,7,0.2,0.2,18,,62.6,14.24,Not Recorded,,
B,,05-05-2006,0,,9,0.1,0.1,21,,60.8,19.12,Not Recorded,,
B,,5/17/2006,0,,6,0.2,0.2,22,,71,0,Not Recorded,,
B,,06-01-2006,0,4.4,7,0.1,0.1,26,,77,0,Not Recorded,,
B,,6/16/2006,0,3.8,6,0.4,0.4,23,,68,0,Not Recorded,,
B,,07-06-2006,0,4.7,6.5,0.2,0.2,27,,73.4,9.36,Not Recorded,,
B,,7/18/2006,0,,6.5,0.2,0.2,20,,72,0,Not Recorded,,
B,,7/27/2006,0,2.9,6.5,0.2,0.2,29,,79,0,Not Recorded,,
B,,8/17/2006,0,,9,0.1,0.1,30,,80,0,Not Recorded,,
B,,09-07-2006,0,3.5,6.5,0.2,0.2,25,,70,,Not Recorded,,
B,,9/21/2006,0,,6.5,0.2,0.2,18,,66,0,Not Recorded,,
B,,10-05-2006,0,8.2,7,0.4,0.4,23,,73,0,Not Recorded,,
B,,10/19/2006,0,,7.5,0.3,0.3,22,,67,0,Not Recorded,,
B,,11-06-2006,0,,7,0.2,0.2,19,,62,0,Not Recorded,,
B,,11/16/2006,0,6.8,6.5,0.3,0.3,18,,65,0,Not Recorded,,
B,,11/30/2006,0,,7,0.2,0.2,16,,65,0,Not Recorded,,
B,,12/14/2006,0,7.7,6,0.1,0.2,15,,58,0,Not Recorded,,
C,,01-03-2006,0,5.9,7,0.5,0.5,10,,48,0,Not Recorded,,
C,,1/19/2006,0,,7,0.5,0.5,10,,47,0,Not Recorded,,
C,,02-02-2006,0,8.8,7,0.5,0.5,9,,54,0,Not Recorded,,
C,,02-09-2006,0,,7,0.6,0.6,7,,39.2,4.48,Not Recorded,,
C,,03-09-2006,0,9.9,7.5,0.5,0.5,10,,57.2,4.48,Not Recorded,,
C,,3/15/2006,0,,8,0.4,0.4,14,,44.6,14.24,Not Recorded,,
C,,04-06-2006,0,8.2,8,0.4,0.4,14,,59,0,Not Recorded,,
C,,4/21/2006,0,,7,0.3,0.3,18,,62.6,14.24,Not Recorded,,
C,,05-05-2006,0,9,8.5,0.1,0.3,19,,60.8,19.12,Not Recorded,,
C,,5/17/2006,0,,8,,,23,,71,0,Not Recorded,,
C,,06-01-2006,0,,9.5,0.2,0.2,29,,77,0,Not Recorded,,
C,,6/16/2006,0,,7,0.5,0.5,22,,68,0,Not Recorded,,
C,,07-06-2006,0,,7,0.4,0.4,28,,73.4,9.36,Not Recorded,,
C,,7/18/2006,0,2.7,6.5,0.2,0.2,26,,73,0,Not Recorded,,
C,,7/27/2006,0,,7,0.3,0.3,29,,79,0,Not Recorded,,
C,,8/17/2006,0,6.8,6.5,0.2,0.2,28,,80,0,Not Recorded,,
C,,09-07-2006,0,,6.5,0.7,0.7,24,,71,0,Not Recorded,,
C,,9/21/2006,0,5.2,6.5,0.4,0.4,20,,66,0,Not Recorded,,
C,,10-05-2006,0,,6.5,0.1,0.1,25,,74,0,Not Recorded,,
C,,10/19/2006,0,3.2,,0.2,0.2,,,67,0,Not Recorded,,
C,,11-06-2006,0,4.9,6.5,0.1,0.1,17,,61,0,Not Recorded,,
C,,11/16/2006,0,,6.5,1,1,18,,65,0,Not Recorded,,
C,,11/30/2006,0,6.9,6.5,0.1,0.1,14,,65,0,Not Recorded,,
C,,12/14/2006,0,,8,0.2,0.2,13,,58,0,Not Recorded,,
D,,01-03-2006,0,8.1,6.5,1.2,1.6,9,,48,0,Not Recorded,,
D,,1/19/2006,0,,6.5,1.4,1.4,10,,47,0,Not Recorded,,
D,,02-02-2006,0,8.2,,1.4,1.4,9,,53.6,14.24,Not Recorded,,
D,,02-09-2006,,,6.5,1.5,1.5,7,,41,0,Not Recorded,,
D,,03-09-2006,0,8.7,6.5,1.4,1.4,10,,56,0,Not Recorded,,
D,,3/15/2006,0,,6.5,1.3,1.3,13,,44.6,14.24,Not Recorded,,
D,,04-06-2006,0,6.2,6.5,1.2,1.4,15,,59,0,Not Recorded,,
D,,04-12-2006,0,,6.5,1.1,1.3,18,,62.6,14.24,Not Recorded,,
D,,05-05-2006,0,6.6,6.5,1.4,1.4,19,,60.8,19.12,Not Recorded,,
D,,5/17/2006,0,,6.5,1.2,1.5,21,,71,0,Not Recorded,,
D,,06-01-2006,0,,6.5,1.1,1.3,28,,77,0,Not Recorded,,
D,,07-06-2006,0,,6.5,0.5,1.5,28,,73.4,9.36,Not Recorded,,
D,,7/18/2006,0,2.7,6.5,0.15,0.2,29,,,0,Not Recorded,,
D,,7/27/2006,0,,6.5,0.6,1.6,30,,79,0,Not Recorded,,
D,,8/17/2006,0,3.9,5,0.65,1.3,25,,79,0,Not Recorded,,
D,,09-07-2006,0,,6,0.7,1.65,24,,71,0,Not Recorded,,
D,,9/21/2006,0,5.8,6.5,0.9,1.5,20,,66,0,Not Recorded,,
D,,10-05-2006,0,,6.5,1,1.4,22,,73,0,Not Recorded,,
D,,10/19/2006,0,5.3,6.5,0.2,0.6,20,,67,0,Not Recorded,,
D,,11-06-2006,0,5.9,6.5,1.3,1.3,13,,60,0,Not Recorded,,
D,,11/16/2006,0,,6.5,1,1.5,17,,65,0,Not Recorded,,
D,,11/30/2006,0,6.7,6.5,1.2,1.5,14.5,,65,N/A,Not Recorded,,
D,,12/14/2006,0,,6.5,1.4,1.4,13,,58,0,Not Recorded,,
Bay,,01-03-2006,0,0.8,6,0.6,0.6,9,,,0,S. Poe,,
Bay,,1/19/2006,0,7.5,6.5,0.3,0.7,9,,45,0,S. Poe,,
Bay,,02-02-2006,0,7.8,6.5,0.5,0.5,7,,51.8,19.12,S. Poe,,
Bay,,02-09-2006,0,8.7,6.5,0.4,0.4,7,,30,0,S. Poe,,
Bay,,03-09-2006,1,9.7,6.5,0.2,0.4,10,,59,0,S. Poe,,
Bay,,3/15/2006,0,7.5,7,0.2,0.6,11,,48,0,S. Poe,,
Bay,,04-06-2006,0,7.7,6.5,0.5,0.5,13,,53,0,S. Poe,,
Bay,,4/21/2006,1,6.9,6.5,0.3,0.5,17,,62.6,14.24,S. Poe,,
Bay,,05-05-2006,0,7.4,6.5,0.1,0.1,19,,60.8,19.12,S. Poe,,
Bay,,5/17/2006,0,7.3,6.5,0.5,0.8,20,,71.6,14.24,S. Poe,,
Bay,,06-01-2006,0,6.1,6.5,0.5,0.65,25,,77,0,S. Poe,,
Bay,,6/16/2006,0,6.8,6.5,0.5,0.7,22,,68,0,S. Poe,,
Bay,,07-06-2006,0,6,6.5,0.4,0.8,27,,73.4,9.36,S. Poe,,
Bay,,7/18/2006,0,5.3,6,2,5,27,,73,0,S. Poe,,
Bay,,7/27/2006,0,6.9,6,0.4,0.6,28,,78.8,19.12,S. Poe,,
Bay,,8/17/2006,0,7.2,7,0.4,0.55,25,,79,0,S. Poe,,
Bay,,09-07-2006,0,6.3,7,0.45,0.9,23,,70,0,S. Poe,,
Bay,,9/21/2006,0,6.3,7,0.5,0.7,19,,65,0,S. Poe,,
Bay,,10-05-2006,0,7,7,0.4,0.7,22,,73,0,S. Poe,,
Bay,,10/19/2006,8,0.1,7,0.4,0.7,18,,65,0,S. Poe,,
Bay,,11-06-2006,0,7.6,6.5,0.3,0.3,11,,60,0,S. Poe,,
Bay,,11/16/2006,0,7.7,6.5,0.6,0.9,18,,65,0,S. Poe,,
Bay,,11/30/2006,0,6.3,6.5,0.5,0.7,14,,65,0,S. Poe,,
Bay,,12/14/2006,0,8,6.5,0.4,0.4,13,,50,0,S. Poe,,
A,,01-04-2007,0,,6.5,0.6,0.9,14,,56,0,Not Recorded,,
A,,1/18/2007,0,9.8,7,0.7,0.7,7,,47,0,Not Recorded,,
A,,02-02-2007,0,,7,0.7,0.7,5,,43,0,Not Recorded,,
A,,2/15/2007,0,8.8,7,1,1,5,,26,0,Not Recorded,,
A,,03-01-2007,,,7,0.8,0.9,11,,48,0,Not Recorded,,
A,,04-06-2007,0,,7,0.6,0.9,15,,47,0,Not Recorded,,
A,,4/19/2007,0,,7,0.7,0.8,13,,52,0,Not Recorded,,
A,,05-03-2007,0,,6.5,0.6,0.9,19,,59,0,Not Recorded,,
A,,5/31/2007,0,,7,0.5,0.5,26,,75,0,Not Recorded,,
A,,6/14/2007,0,,6.5,0.9,0.9,23,,67,0,Not Recorded,,
A,,07-05-2007,0,,7.5,0.9,1,28,,74,0,Not Recorded,,
A,,7/19/2007,0,,7,0.8,1,30,,82,0,Not Recorded,,
A,,08-02-2007,0,3.7,7,0.5,0.75,30,,79,0,Not Recorded,,
A,,8/21/2007,0,,6.5,0.5,0.8,28,,82,0,Not Recorded,,
A,,09-06-2007,0,2.3,7,0.8,0.8,26,,81,0,Not Recorded,,
A,,9/27/2007,0,,7.5,0.5,0.9,25,,73,0,Not Recorded,,
A,,10-11-2007,0,,7,0.2,1,27,,66,0,Not Recorded,,
A,,10/18/2007,0,3.8,,0.3,1,23,,70,0,Not Recorded,,
A,,11-01-2007,0,,7,0.65,1.1,28,,69,0,Not Recorded,,
A,,11-12-2007,0,3.9,7,0.8,1,13,,59,0,Not Recorded,,
A,,12-06-2007,0,,6.5,0.7,1.9,5,,37,0,Not Recorded,,
A,,12/20/2007,0,,6.5,0.5,1,7,,44,0,Not Recorded,,
B,,01-04-2007,0,,7,0.2,0.2,13,,56,0,Not Recorded,,
B,,1/18/2007,0,6.8,7,0.3,0.3,6,,47,0,Not Recorded,,
B,,02-02-2007,0,,7,0.3,0.3,5,,43,0,Not Recorded,,
B,,2/15/2007,0,10,6.5,0.2,0.2,2,,26,0,Not Recorded,,
B,,03-01-2007,,,6.5,0.3,0.3,10,,48,0,Not Recorded,,
B,,3/21/2007,0,9.4,6.5,0.15,0.15,14,,51,0,Not Recorded,,
B,,04-06-2007,0,,7,0.3,0.3,13,,47,0,Not Recorded,,
B,,4/19/2007,0,8.1,6.5,0.2,0.2,13,,32,0,Not Recorded,,
B,,05-03-2007,0,,6.5,0.3,0.3,19,,59,0,Not Recorded,,
B,,5/24/2007,0,5.9,8.5,0.3,0.3,23,,66,0,Not Recorded,,
B,,5/31/2007,0,,7.5,0.3,0.3,25,,74,0,Not Recorded,,
B,,6/14/2007,0,,7,0.4,0.4,23,,67,0,Not Recorded,,
B,,07-05-2007,0,3.1,7.5,0.3,0.3,25,,73,0,Not Recorded,,
B,,7/19/2007,0,,7,0.3,0.3,30,,82,0,Not Recorded,,
B,,08-02-2007,0,2.6,6.5,0.25,0.25,29,,80,0,Not Recorded,,
B,,8/21/2007,0,,6.5,0.2,0.2,28,,82,0,Not Recorded,,
B,,09-06-2007,0,,8.5,0.1,0.2,30,,82,0,Not Recorded,,
B,,9/27/2007,0,,8,0.3,0.3,26,,74,0,Not Recorded,,
B,,10-11-2007,0,,7.5,0.3,0.3,23,,66,0,Not Recorded,,
B,,10/18/2007,0,4.9,,0.3,0.48,23,,70,0,Not Recorded,,
B,,11-01-2007,0,,7,0.2,0.2,28,,69,0,Not Recorded,,
B,,11-12-2007,0,6.2,7,0.4,0.4,12,,57,0,Not Recorded,,
B,,12-06-2007,0,,7,0.4,0.5,5,,37,0,Not Recorded,,
B,,12/20/2007,0,,6.5,0.5,0.5,8,,44,0,Not Recorded,,
C,,02-02-2007,0,9.3,8,0.2,0.2,5,,43,0,Not Recorded,,
C,,2/15/2007,0,,7,0.5,0.5,4,,26,0,Not Recorded,,
C,,03-01-2007,,7.7,7,0.4,0.4,,,48,0,Not Recorded,,
C,,3/21/2007,0,,7,0.5,0.5,15,,52,0,Not Recorded,,
C,,04-06-2007,0,8.4,7,0.4,0.4,15,,47,0,Not Recorded,,
C,,4/19/2007,0,,7.5,0.45,0.45,13,,52,0,Not Recorded,,
C,,05-03-2007,0,5.8,7.5,0.4,0.4,19,,59,0,Not Recorded,,
C,,5/24/2007,0,,8.5,0.2,0.2,24,,66,0,Not Recorded,,
C,,5/31/2007,0,,8.5,0.1,0.1,26,,74,0,Not Recorded,,
C,,6/14/2007,1,5.1,8,0.3,0.3,21,,67,,Not Recorded,,
C,,07-05-2007,0,,7.5,0.5,0.5,26,,74,0,Not Recorded,,
C,,7/19/2007,0,4.3,6.7,0.3,0.3,,,82,0,Not Recorded,,
C,,08-02-2007,0,,9,0.4,0.4,30,,81,0,Not Recorded,,
C,,8/21/2007,0,4.5,7,0.3,0.3,28,,81,0,Not Recorded,,
C,,09-06-2007,0,,8.5,0.15,0.15,27,,83,0,Not Recorded,,
C,,9/27/2007,0,2,,0.4,0.4,25,,73,0,Not Recorded,,
C,,10-11-2007,0,4.3,7,0.3,0.3,21,,66,0,Not Recorded,,
C,,10/18/2007,0,,,0.3,0.3,23,,70,0,Not Recorded,,
C,,11-01-2007,0,5.3,7,0.35,0.35,28,,68,0,Not Recorded,,
C,,11-12-2007,,,7.5,0.3,0.3,16,,56,0,Not Recorded,,
C,,12-06-2007,0,6.2,7,0.5,0.75,5,,37,0,Not Recorded,,
C,,12/20/2007,0,5.2,6.5,0.6,0.65,7,,40,0,Not Recorded,,
D,,01-04-2007,0,7.6,5,1.2,1.6,54,,12,0,Not Recorded,,
D,,1/18/2007,0,,6,0.9,0.9,7,,57,0,Not Recorded,,
D,,02-02-2007,0,10,6.5,2,2,5,,43,0,Not Recorded,,
D,,2/15/2007,0,,6.5,1.9,1.9,4,,26,0,Not Recorded,,
D,,03-01-2007,,8.8,6,1.4,1.4,10,,50,0,Not Recorded,,
D,,04-06-2007,0,7.1,6,1,1.3,14,,46,0,Not Recorded,,
D,,4/19/2007,0,,6.5,1,1.3,12,,52,0,Not Recorded,,
D,,05-03-2007,0,5.9,6.5,0.9,2,20,,59,0,Not Recorded,,
D,,5/31/2007,0,,6.5,1,1.1,27,,74,0,Not Recorded,,
D,,6/14/2007,0,5.9,6.5,0.9,1.1,21,,67,0,Not Recorded,,
